@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
2443,0.5,20.185185,1.588235,13.5,0.518519,0.69102,2,1.5,20.533333,19.75,19.75,19.75,20.533333,19.75,14.5,10.5,50,50,50,0,355.582222,401.854167,401.854167,401.854167,355.582222,401.854167,12.25,30.25,1024,1024,0,0,0.133333,0.333333,0.333333,0.333333,0.133333,0.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333,0.583333,0.583333,0.583333,0.133333,0.583333,0,0,0.5,0.5,1,0,0.066667,0.583333,0.583333,0.583333,0.066667,0.583333,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2444,30.5,18.639344,1.742857,30.5,0.57377,0.437059,2,4.5,12.742857,26.576923,26.576923,26.576923,12.742857,26.576923,18,31.5,27,27,28,8.5,101.448163,1172.936391,1172.936391,1172.936391,101.448163,1172.936391,0,210.25,0,0,441,0.25,0,1,1,1,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.028571,0,0,0,0.028571,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057143,0.769231,0.769231,0.769231,0.057143,0.769231,0,0.5,0,0,0.5,0,0.257143,0,0,0,0.257143,0,1,0,1,1,0,0,0,0.038462,0.038462,0.038462,0,0.038462,0,0,0,0,0,0,ENTITY
2445,26.5,15.849057,1.709677,26.5,0.584906,0.453911,2,4.5,13.258065,19.5,19.5,19.5,13.258065,19.5,18,31.5,27,27,20,8.5,108.255983,143.522727,143.522727,143.522727,108.255983,143.522727,0,210.25,0,0,144,0.25,0,1,1,1,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.032258,0,0,0,0.032258,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258,0.727273,0.727273,0.727273,0.032258,0.727273,0,0.5,0,0,0.5,0,0.290323,0,0,0,0.290323,0,1,0,1,1,0,0,0,0.045455,0.045455,0.045455,0,0.045455,0,0,0,0,0,0,ENTITY
2446,14,24.892857,1.75,14,0.571429,0.433013,2,2,13.75,39.75,39.75,39.75,13.75,39.75,18,30.5,19.5,19.5,48,8.5,92.0625,1412.854167,1412.854167,1412.854167,92.0625,1412.854167,0,182.25,110.25,110.25,1681,0.25,0,1,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0625,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.666667,0.666667,0.666667,0.125,0.666667,0,0.5,0,0,0.5,0,0.25,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2447,35,18.528571,1.75,35,0.571429,0.433013,2,5,12.3,26.833333,26.833333,26.833333,12.3,26.833333,18,31.5,22,22,15.5,8.5,93.36,712.872222,712.872222,712.872222,93.36,712.872222,0,210.25,0,0,56.25,0.25,0,1,1,1,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.025,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.8,0.8,0.8,0.05,0.8,0,0.5,0,0,0.5,0,0.25,0,0,0,0.25,0,1,0,1,1,0,0,0,0.033333,0.033333,0.033333,0,0.033333,0,0,0,0,0,0,ENTITY
2448,3,23.2,1.666667,5,0.8,0.471405,2,1,10.333333,42.5,42.5,42.5,10.333333,42.5,9,9,17,17,8.5,73.5,10.555556,2881.25,2881.25,2881.25,10.555556,2881.25,0,1,100,100,56.25,3660.25,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0.666667,0,0,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0,0.25,0,0,0.5,0.5,0,0,0,0.75,0.75,0.75,0,0.75,0,0.5,0.5,0.5,0.5,0,0.333333,0,0,0,0.333333,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0.5,0,ENTITY
2456,1.5,73.454545,1.571429,5.5,0.636364,0.494872,2,1.5,8.285714,187.5,187.5,187.5,8.285714,187.5,34,0,8,8,186,0,118.489796,27053.25,27053.25,27053.25,118.489796,27053.25,0,0,16,16,32041,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0.142857,0.25,0.25,0.25,0.142857,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0.571429,0,0,0,0.5,0.5,0.5,0,0,0.75,0.75,0.75,0,0.75,0,0,0,0,0.5,0,0,0.75,0.75,0.75,0,0.75,0,0,0.5,0.5,0.5,0,0.714286,0,0,0,0.714286,0,1,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2459,2,9.5,2,2,0.5,0,2,0,12,7,7,7,12,7,9.5,9.5,9.5,9.5,9.5,9.5,0,0,0,0,0,0,6.25,6.25,6.25,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2462,0.3125,27.56,1.5625,12.5,0.48,0.704339,2,1.5,20.785714,36.181818,36.181818,36.181818,20.785714,36.181818,18.5,14,10.5,10.5,51,0,128.882653,5341.057851,5341.057851,5341.057851,128.882653,5341.057851,6.25,25,0.25,0.25,0,0,0.142857,0.363636,0.363636,0.363636,0.142857,0.363636,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.272727,0.272727,0.272727,0.142857,0.272727,0,0,0,0,1,0,0.071429,0.636364,0.636364,0.636364,0.071429,0.636364,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2467,11,33.321429,2,14,0.892857,0,2,0,17,49.642857,49.642857,49.642857,17,49.642857,11,26,22,22,45.5,128,28.857143,3091.372449,3091.372449,3091.372449,28.857143,3091.372449,36,225,9,9,992.25,11664,0,0.214286,0.214286,0.214286,0,0.214286,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.285714,0.285714,0,0.285714,0,0,0,0,0,0.5,0,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2469,1,41.5,2,4,0.625,0,2,0,8.75,74.25,74.25,74.25,8.75,74.25,39.5,71,43,43,43,12.5,17.6875,1995.6875,1995.6875,1995.6875,17.6875,1995.6875,1122.25,4096,1369,1369,1369,12.25,0,0.75,0.75,0.75,0,0.75,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2470,9,11.5,2,11,0.909091,0,2,0,11.090909,11.909091,11.909091,11.909091,11.090909,11.909091,10,11.5,8.5,8.5,17.5,14,12.809917,26.628099,26.628099,26.628099,12.809917,26.628099,1,6.25,56.25,56.25,6.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545,0.454545,0.454545,0,0.454545,0,0,0.5,0.5,0.5,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.090909,0.090909,0.090909,0,0.090909,0,0,0.5,0.5,0,0,ENTITY
2475,1,10.5,2,3,0.666667,0,2,0,18.666667,2.333333,2.333333,2.333333,18.666667,2.333333,16,7,7,7,7,8.5,36.222222,3.555556,3.555556,3.555556,36.222222,3.555556,121,36,36,36,36,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.666667,0.666667,0.666667,0.333333,0.666667,0.5,0.5,0.5,0.5,0.5,0.5,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0.666667,0.666667,0.666667,0,0.666667,0,0.5,0.5,0.5,0.5,0.5,ENTITY
2476,1,9.666667,2,3,0.666667,0,2,0,16.333333,3,3,3,16.333333,3,14.5,7,7,7,7,7.5,29.555556,2,2,2,29.555556,2,90.25,25,25,25,25,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.5,1,1,1,1,0.5,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0.666667,0.666667,0.666667,0,0.666667,0,0.5,0.5,0.5,0.5,0.5,ENTITY
2478,0.666667,23.5,3,2,0.5,0,3,0,23.5,10.5,10.5,10.5,10.5,36.5,33.666667,13.333333,13.333333,13.333333,33.666667,13.333333,30.25,20.25,20.25,20.25,20.25,992.25,590.888889,122.888889,122.888889,122.888889,590.888889,122.888889,0.5,0,0,0,0,0,0.333333,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333,0,0,0,0.333333,0,0,0,0,0,0,0.5,0.333333,0,0,0,0.333333,0,0,1,1,1,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.5,0,0,0,0,0.5,0,0.666667,0.666667,0.666667,0,0.666667,0.5,0,0,0,0,1,0.333333,0.666667,0.666667,0.666667,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2479,5,18.055556,2,9,0.777778,0,2,0,9.111111,27,27,27,9.111111,27,38.5,47,5.5,5.5,14,10,3.432099,729.777778,729.777778,729.777778,3.432099,729.777778,702.25,1521,0.25,0.25,36,0,0,0.222222,0.222222,0.222222,0,0.222222,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.111111,0.111111,0.111111,0,0.111111,0,0.5,0,0,0,0,0,0.333333,0.333333,0.333333,0,0.333333,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2481,2,8.7,5,2,0.7,0,5,0,13,9,6,6,9,6.5,11.6,5.8,5.8,5.8,11.6,5.8,16,1,1,1,9,30.25,10.64,7.76,7.76,7.76,10.64,7.76,0,0,0,0,0,0.5,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0.6,0.6,0.6,0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0.2,0.2,0.2,0,0.2,ENTITY
2484,3,5.555556,3,3,0.666667,0,3,0,12.333333,4.333333,4.333333,4.333333,4.333333,0,5,6.666667,6.666667,6.666667,6.666667,5,0.222222,3.555556,3.555556,3.555556,3.555556,0,26,28.222222,28.222222,28.222222,28.222222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2485,1,11.333333,2,9,0.555556,0,2,0,8.333333,14.333333,14.333333,14.333333,8.333333,14.333333,7.5,11,20.5,20.5,5,13.5,15.555556,108.666667,108.666667,108.666667,15.555556,108.666667,12.25,49,132.25,132.25,25,42.25,0,0.666667,0.666667,0.666667,0,0.666667,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0,0.111111,0,0.5,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.111111,0.111111,0.111111,0,0.111111,0,0.5,0,0,0,0,ENTITY
2487,2,35,2,2,1,0,2,0,16.5,53.5,53.5,53.5,16.5,53.5,46,24,24,24,46,24,0.25,462.25,462.25,462.25,0.25,462.25,841,64,64,64,841,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2488,4,8.428571,2,7,0.785714,0,2,0,8.428571,8.428571,8.428571,8.428571,8.428571,8.428571,10.5,5.5,8,8,4.5,10,11.102041,39.387755,39.387755,39.387755,11.102041,39.387755,30.25,2.25,16,16,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0.5,0,0,0,0,0,0,0.428571,0.428571,0.428571,0,0.428571,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,ENTITY
2489,0.666667,11.916667,3,4,0.583333,0,3,0,12.75,11.5,11.5,11.5,11.5,11.5,19.666667,4.333333,20.333333,20.333333,20.333333,3.333333,163.6875,30.25,30.25,30.25,30.25,37.25,9.555556,9.555556,22.222222,22.222222,22.222222,6.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2491,5,76.4,2,5,1,0,2,0,11.2,141.6,141.6,141.6,11.2,141.6,55,55,80,80,92,100,9.76,1470.24,1470.24,1470.24,9.76,1470.24,1444,2116,5184,5184,6561,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0,0.8,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,ENTITY
2493,6,6.416667,2,6,0.5,0,2,0,9,3.833333,3.833333,3.833333,9,3.833333,4,7,6.5,6.5,8,6,4.666667,2.138889,2.138889,2.138889,4.666667,2.138889,4,9,20.25,20.25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,ENTITY
